locality_name,region_name,price,value_per_sqft,area,construction_status,house_type,total_rooms,total_beds,new_resale,age
Hadapsar, Pune,14300000.0,11602,1241,Under Construction,Apartment,5,3,New,-2.0
Anandwalli Gaon, Nashik,4499000.0,4797,938,Ready to move,Apartment,4,2,New,2.5
Handewadi, Pune,4399000.0,5812,757,Under Construction,Apartment,4,2,New,-2.0
Ambernath West, Mumbai,2500000.0,5446,459,Under Construction,Apartment,3,1,New,0.0
Moshi, Pune,3604999.9999999995,6269,575,Under Construction,Apartment,3,1,New,0.0
Vikhroli, Mumbai,17500000.0,27821,629,Under Construction,Apartment,4,2,New,-1.0
Bhugaon, Pune,8600000.0,8182,1051,Under Construction,Apartment,5,3,New,-1.0
Sharanpur, Nashik,38900000.0,7500,5196,Under Construction,Independent House,7,5,New,0.0
Chembur, Mumbai,30500000.0,31000,984,Under Construction,Apartment,5,3,New,-2.0
Dombivali, Mumbai,4550000.0,9100,500,Under Construction,Apartment,4,2,New,-4.0
Kalyan East, Mumbai,7430000.0,10539,705,Under Construction,Apartment,4,2,New,-1.0
Kalyan East, Mumbai,3579999.9999999995,5500,651,Under Construction,Apartment,3,1,New,-1.0
Punawale, Pune,5750000.0,7646,752,Under Construction,Apartment,4,2,New,-3.0
Fursungi, Pune,2967000.0,8778,338,Ready to move,Apartment,3,1,New,5.5
Tarwala Nagar, Nashik,8499000.0,3761,2260,Under Construction,Apartment,6,4,New,-1.0
Dombivali, Mumbai,6790000.000000001,13580,500,Under Construction,Apartment,4,2,New,0.0
Wagholi, Pune,6030000.0,7811,773,Under Construction,Apartment,5,3,New,-3.0
Ambegaon Budruk, Pune,3536999.9999999995,7417,477,Ready to move,Apartment,3,1,New,0.5
Dombivali, Mumbai,9500000.0,10359,917,Under Construction,Apartment,5,3,New,-3.0
Ulhasnagar, Mumbai,4621000.0,8575,539,Under Construction,Apartment,4,2,New,-2.0
Hadapsar, Pune,14300000.0,11602,1241,Under Construction,Apartment,5,3,New,-2.0
Anandwalli Gaon, Nashik,4499000.0,4797,938,Ready to move,Apartment,4,2,New,2.5
Handewadi, Pune,4399000.0,5812,757,Under Construction,Apartment,4,2,New,-2.0
Ambernath West, Mumbai,2500000.0,5446,459,Under Construction,Apartment,3,1,New,0.0
Moshi, Pune,3604999.9999999995,6269,575,Under Construction,Apartment,3,1,New,0.0
Vikhroli, Mumbai,17500000.0,27821,629,Under Construction,Apartment,4,2,New,-1.0
Bhugaon, Pune,8600000.0,8182,1051,Under Construction,Apartment,5,3,New,-1.0
Sharanpur, Nashik,38900000.0,7500,5196,Under Construction,Independent House,7,5,New,0.0
Chembur, Mumbai,30500000.0,31000,984,Under Construction,Apartment,5,3,New,-2.0
Dombivali, Mumbai,4550000.0,9100,500,Under Construction,Apartment,4,2,New,-4.0
Kalyan East, Mumbai,7430000.0,10539,705,Under Construction,Apartment,4,2,New,-1.0
Kalyan East, Mumbai,3579999.9999999995,5500,651,Under Construction,Apartment,3,1,New,-1.0
Punawale, Pune,5750000.0,7646,752,Under Construction,Apartment,4,2,New,-3.0
Fursungi, Pune,2967000.0,8778,338,Ready to move,Apartment,3,1,New,5.5
Badlapur East, Mumbai,2984000.0,7535,396,Under Construction,Apartment,3,1,New,0.0
Kandivali West, Mumbai,20500000.0,24583,836,Under Construction,Apartment,4,2,New,-3.0
Ulhasnagar, Mumbai,4621000.0,8575,539,Under Construction,Apartment,4,2,New,-2.0
Dombivali, Mumbai,4550000.0,9100,500,Under Construction,Apartment,4,2,New,-4.0
Anandwalli Gaon, Nashik,4499000.0,4797,938,Ready to move,Apartment,4,2,New,2.5
Vikhroli, Mumbai,17500000.0,27821,629,Under Construction,Apartment,4,2,New,-1.0
Handewadi, Pune,4399000.0,5812,757,Under Construction,Apartment,4,2,New,-2.0
Tathawade, Pune,4950000.0,7511,659,Under Construction,Apartment,4,2,New,-3.0
Thergaon, Pune,4475000.0,9040,495,Under Construction,Apartment,3,1,New,0.0
Dhanori, Pune,7100000.0,8722,814,Under Construction,Apartment,4,2,New,-3.0
Moshi, Pune,3604999.9999999995,6269,575,Under Construction,Apartment,3,1,New,0.0
Sharanpur, Nashik,38900000.0,7500,5196,Under Construction,Independent House,7,5,New,0.0
Bhugaon, Pune,8600000.0,8182,1051,Under Construction,Apartment,5,3,New,-1.0
Ambernath West, Mumbai,2500000.0,5446,459,Under Construction,Apartment,3,1,New,0.0
Punawale, Pune,5750000.0,7646,752,Under Construction,Apartment,4,2,New,-3.0
Fursungi, Pune,2967000.0,8778,338,Ready to move,Apartment,3,1,New,5.5
Kalyan East, Mumbai,7430000.0,10539,705,Under Construction,Apartment,4,2,New,-1.0
Dombivali, Mumbai,9050000.0,9869,917,Under Construction,Apartment,5,3,New,-3.0
Taloja, Mumbai,6875000.0,11915,577,Under Construction,Apartment,4,2,New,-4.0
Andheri West, Mumbai,21500000.0,32000,673,Under Construction,Apartment,4,2,New,-1.0
Khopoli, Mumbai,3000000.0,6198,484,Under Construction,Apartment,3,1,New,-4.0
Jogeshwari West, Mumbai,7498999.999999999,22522,333,Under Construction,Apartment,3,1,New,-2.0
Khopoli, Mumbai,2254000.0,7670,294,Ready to move,Apartment,3,1,New,0.5
Vangani, Mumbai,1075000.0,2578,417,Under Construction,Apartment,3,1,New,-2.0
Ambernath East, Mumbai,2789000.0,3770,740,Under Construction,Apartment,3,1,New,-6.0
Akurdi, Pune,17000000.0,12292,1383,Under Construction,Apartment,5,3,New,-2.0
NIBM Annex Mohammadwadi, Pune,7483000.0,8940,837,Ready to move,Apartment,4,2,New,0.5
Thane West, Mumbai,10000000.0,17036,587,Under Construction,Apartment,4,2,New,-6.0
Naigaon East, Mumbai,3500000.0,9359,374,Under Construction,Apartment,3,1,New,-3.0
Kurla, Mumbai,9324000.0,21889,427,Under Construction,Apartment,3,1,New,-2.0
Dombivali, Mumbai,4375000.0,11160,392,Ready to move,Apartment,3,1,New,0.5
Airoli, Mumbai,13500000.0,19766,683,Under Construction,Apartment,4,2,New,-8.0
Ambernath East, Mumbai,2199000.0,5820,378,Under Construction,Apartment,3,1,New,-4.0
Diva, Mumbai,4414000.0,8828,500,Under Construction,Apartment,4,2,New,-1.0
Santacruz East, Mumbai,24500000.0,38401,638,Under Construction,Apartment,4,2,New,0.0
Badlapur East, Mumbai,3493000.0,8821,397,Under Construction,Apartment,3,1,New,-2.0
Panvel, Mumbai,4400000.0,16858,261,Under Construction,Apartment,3,1,New,-2.0
Kalyan East, Mumbai,3579999.9999999995,5500,651,Under Construction,Apartment,3,1,New,-1.0
Moshi, Pune,4399000.0,6907,637,Under Construction,Apartment,4,2,New,-3.0
Moshi, Pune,6800000.0,7709,882,Ready to move,Apartment,4,2,New,0.5
Hadapsar, Pune,4820000.0,7496,643,Under Construction,Apartment,4,2,New,-3.0
Kurla, Mumbai,11800000.0,21892,539,Under Construction,Apartment,4,2,New,-2.0
Pirangut, Pune,4613000.0,6599,699,Ready to move,Apartment,4,2,New,0.5
Besa, Nagpur,5100000.0,4304,1185,Under Construction,Apartment,4,2,New,-2.0
Dombivali, Mumbai,4050000.0,6000,675,Under Construction,Apartment,3,1,New,-2.0
Deolali Gaon, Nashik,2332000.0,3824,610,Under Construction,Apartment,3,1,New,0.0
Ambernath East, Mumbai,6800000.0,8959,759,Under Construction,Apartment,4,2,New,-1.0
Goregaon West, Mumbai,20000000.0,28050,713,Under Construction,Apartment,4,2,New,-3.0
Palghar, Mumbai,2730000.0,3894,701,Under Construction,Independent House,3,1,New,-2.0
Kalamboli, Mumbai,8000000.0,12598,635,Under Construction,Apartment,4,2,New,-2.0
Moshi, Pune,3778000.0,5777,654,Under Construction,Apartment,4,2,New,-3.0
Jamtha, Nagpur,5971000.0,4118,1450,Under Construction,Villa,5,3,New,0.0
Charholi Budruk, Pune,5754000.0,6213,926,Under Construction,Apartment,4,2,New,-2.0
Bhiwandi, Mumbai,3729999.9999999995,8557,436,Under Construction,Apartment,3,1,New,-4.0
Andheri East, Mumbai,18000000.0,30000,600,Under Construction,Apartment,4,2,New,-1.0
Dehu, Pune,3478000.0,5451,638,Under Construction,Apartment,4,2,New,-2.0
Ambegaon Budruk, Pune,6581000.0,9141,720,Under Construction,Apartment,4,2,New,-4.0
Kalyan East, Mumbai,4400000.0,8800,500,Under Construction,Apartment,3,1,New,-2.0
Fort, Mumbai,27200000.000000004,40536,671,Under Construction,Apartment,4,2,New,-2.0
Andheri West, Mumbai,9500000.0,27941,340,Ready to move,Apartment,3,1,New,0.5
Borivali East, Mumbai,8800000.0,23157,380,Under Construction,Apartment,3,1,New,-3.0
Dombivali, Mumbai,10500000.0,8108,1295,Under Construction,Apartment,5,3,New,0.0
Jogeshwari East, Mumbai,19100000.0,30212,636,Under Construction,Apartment,4,2,New,0.0
Vadgaon Budruk, Pune,6870000.0,6795,1011,Under Construction,Apartment,4,2,New,-3.0
Kurla, Mumbai,11100000.000000002,24557,452,Ready to move,Apartment,3,1,New,1.5
Virar, Mumbai,4530000.0,8595,527,Under Construction,Apartment,3,1,New,0.0
Panvel, Mumbai,3979000.0,6897,577,Under Construction,Apartment,4,2,New,-2.0
Wakad, Pune,6717000.0,8723,770,Under Construction,Apartment,4,2,New,-1.0
Taloja, Mumbai,2100000.0,7984,263,Under Construction,Studio Apartment,2,0,New,-4.0
Moshi, Pune,5150000.0,7284,707,Under Construction,Apartment,4,2,New,-3.0
Wagholi, Pune,5104000.0,7452,685,Under Construction,Apartment,4,2,New,0.0
Pimpri, Pune,5951000.0,8311,716,Under Construction,Apartment,4,2,New,-1.0
Hadapsar, Pune,7500000.0,8178,917,Under Construction,Apartment,4,2,New,0.0
Tathawade, Pune,10900000.0,9451,1162,Under Construction,Apartment,5,3,New,-6.0
Pashan, Pune,5596000.0,9219,607,Under Construction,Apartment,4,2,New,-3.0
Ayodhya Nagar, Nagpur,3015000.0,4500,670,Under Construction,Apartment,4,2,New,0.0
Kharghar, Mumbai,14100000.0,10217,1380,Under Construction,Apartment,4,2,New,-1.0
Deolali Gaon, Nashik,4554000.0,5707,798,Ready to move,Apartment,4,2,New,0.5
New Khapri, Nagpur,3249000.0,3892,835,Under Construction,Apartment,4,2,New,0.0
Thane West, Mumbai,5869000.0,23110,254,Ready to move,Apartment,3,1,New,0.5
Sus, Pune,6606000.0,8226,803,Ready to move,Apartment,4,2,New,0.5
Ambegaon Budruk, Pune,6845000.0,9312,735,Ready to move,Apartment,4,2,New,0.5
Dombivali, Mumbai,5203000.0,8311,626,Under Construction,Apartment,4,2,New,0.0
Alandi, Pune,3451000.0,5829,592,Under Construction,Apartment,4,2,New,0.0
Vangani, Mumbai,994999.9999999999,3553,280,Ready to move,Studio Apartment,2,0,New,0.5
Vadgaon Budruk, Pune,19300000.0,14906,1298,Under Construction,Apartment,6,4,New,-2.0
Vangani, Mumbai,1664999.9999999998,4215,395,Under Construction,Apartment,3,1,New,-2.0
Mulund West, Mumbai,23500000.0,23152,1015,Under Construction,Apartment,5,3,New,-4.0
Mihan, Nagpur,5258000.0,5600,939,Under Construction,Apartment,5,3,New,-2.0
Hingna, Nagpur,2999000.0,2994,1002,Ready to move,Apartment,4,2,New,4.5
Talegaon Dabhade, Pune,2205000.0,4634,476,Under Construction,Apartment,3,1,New,0.0
Makhmalabad, Nashik,3474000.0,4160,835,Under Construction,Apartment,4,2,New,-1.0
Kharghar, Mumbai,12000000.0,25917,463,Under Construction,Apartment,4,2,New,-2.0
Ravet, Pune,6000000.0,6615,907,Under Construction,Apartment,4,2,New,-2.0
Borivali East, Mumbai,51700000.0,30399,1704,Ready to move,Independent House,5,3,New,0.5
Dahisar, Mumbai,14000000.0,22400,625,Under Construction,Apartment,4,2,New,-3.0
Chembur, Mumbai,19500000.0,26531,735,Under Construction,Apartment,4,2,New,-2.0
Kurla, Mumbai,6792000.0,18868,360,Under Construction,Apartment,3,1,New,-1.0
Thane West, Mumbai,12800000.0,15609,820,Under Construction,Apartment,4,2,New,0.0
Badlapur East, Mumbai,3600000.0,7407,486,Under Construction,Apartment,4,2,New,0.0
Badlapur East, Mumbai,2800000.0,7756,361,Under Construction,Apartment,3,1,New,0.0
Badlapur East, Mumbai,2820000.0,7482,377,Under Construction,Apartment,3,1,New,0.0
Badlapur East, Mumbai,2861000.0,7491,382,Under Construction,Apartment,3,1,New,0.0
Kandivali West, Mumbai,17600000.0,24444,720,Under Construction,Apartment,4,2,New,-3.0
Kandivali West, Mumbai,35800000.0,24487,1462,Under Construction,Apartment,5,3,New,-3.0
Kandivali West, Mumbai,20400000.0,24583,831,Under Construction,Apartment,4,2,New,-3.0
Kandivali West, Mumbai,8970000.0,27181,330,Under Construction,Apartment,3,1,New,-3.0
Kandivali West, Mumbai,8725000.0,27180,321,Under Construction,Apartment,3,1,New,-3.0
Kandivali West, Mumbai,8860000.0,27177,326,Under Construction,Apartment,3,1,New,-3.0
Kandivali West, Mumbai,8913000.0,27173,328,Under Construction,Apartment,3,1,New,-3.0
Kandivali West, Mumbai,11800000.0,27251,433,Under Construction,Apartment,4,2,New,-3.0
Kandivali West, Mumbai,11500000.0,27058,425,Under Construction,Apartment,4,2,New,-3.0
Ulhasnagar, Mumbai,4621000.0,8575,539,Under Construction,Apartment,4,2,New,-2.0
Ulhasnagar, Mumbai,4621000.0,8575,539,Under Construction,Apartment,4,2,New,-2.0
Ulhasnagar, Mumbai,4621000.0,8575,539,Under Construction,Apartment,4,2,New,-2.0
Ulhasnagar, Mumbai,2902000.0,7951,365,Under Construction,Apartment,3,1,New,-2.0
Ulhasnagar, Mumbai,2902000.0,7951,365,Under Construction,Apartment,3,1,New,-2.0
Dombivali, Mumbai,3650000.0,9125,400,Under Construction,Apartment,3,1,New,-4.0
Anandwalli Gaon, Nashik,4749000.0,4837,982,Ready to move,Apartment,4,2,New,2.5
Anandwalli Gaon, Nashik,5099000.0,4636,1100,Ready to move,Apartment,4,2,New,2.5
Gangapur, Nashik,5600000.0,3425,1635,Ready to move,Independent House,5,3,New,0.5
Gangapur, Nashik,4500000.0,3643,1235,Ready to move,Independent House,4,2,New,0.5
Handewadi, Pune,4499000.0,5829,772,Under Construction,Apartment,4,2,New,-2.0
Vikhroli, Mumbai,16500000.0,28350,582,Under Construction,Apartment,4,2,New,-1.0
Tathawade, Pune,7700000.0,9322,826,Under Construction,Apartment,5,3,New,-3.0
Tathawade, Pune,6600000.0,8158,809,Under Construction,Apartment,5,3,New,-3.0
Tathawade, Pune,3600000.0,7331,491,Under Construction,Apartment,3,1,New,-3.0
Tathawade, Pune,5288000.0,7224,732,Under Construction,Apartment,4,2,New,-3.0
Virar, Mumbai,3849000.0,10784,358,Under Construction,Apartment,3,1,New,-4.0
Thergaon, Pune,6764000.0,9006,751,Under Construction,Apartment,4,2,New,0.0
Thergaon, Pune,4475000.0,9132,490,Under Construction,Apartment,3,1,New,0.0
Thergaon, Pune,6150000.0,9057,679,Under Construction,Apartment,4,2,New,0.0
Thergaon, Pune,6400000.0,9014,710,Under Construction,Apartment,4,2,New,0.0
Dhanori, Pune,6900000.0,8834,781,Under Construction,Apartment,4,2,New,-3.0
Dhanori, Pune,9800000.0,8383,1169,Under Construction,Apartment,5,3,New,-3.0
Moshi, Pune,3195000.0,6351,503,Under Construction,Apartment,3,1,New,0.0
Moshi, Pune,3101000.0,6380,486,Under Construction,Apartment,3,1,New,0.0
Moshi, Pune,4070000.0000000005,6359,640,Under Construction,Apartment,4,2,New,0.0
Moshi, Pune,4127000.0000000005,6349,650,Under Construction,Apartment,3,1,New,0.0
Moshi, Pune,3172000.0,6513,487,Under Construction,Apartment,3,1,New,0.0
Moshi, Pune,2687000.0,6506,413,Under Construction,Apartment,3,1,New,0.0
Sharanpur, Nashik,22300000.0,7501,2981,Under Construction,Apartment,6,4,New,0.0
Sharanpur, Nashik,13000000.0,7500,1737,Under Construction,Apartment,5,3,New,0.0
Sharanpur, Nashik,22300000.0,7500,2981,Under Construction,Apartment,6,4,New,0.0
Sharanpur, Nashik,21100000.0,7500,2815,Under Construction,Apartment,6,4,New,0.0
Sharanpur, Nashik,13000000.0,7502,1743,Under Construction,Apartment,5,3,New,0.0
Sharanpur, Nashik,12700000.0,7502,1706,Under Construction,Apartment,5,3,New,0.0
Sharanpur, Nashik,13500000.0,7503,1810,Under Construction,Apartment,5,3,New,0.0
Sharanpur, Nashik,13200000.0,7500,1770,Under Construction,Apartment,5,3,New,0.0
Sharanpur, Nashik,24200000.0,7500,3229,Under Construction,Apartment,6,4,New,0.0
Sharanpur, Nashik,22900000.0,7501,3060,Under Construction,Apartment,6,4,New,0.0
Sharanpur, Nashik,13799999.999999998,7502,1848,Under Construction,Apartment,5,3,New,0.0
Bhugaon, Pune,6200000.0,8563,724,Under Construction,Apartment,4,2,New,-1.0
Bhugaon, Pune,7200000.0,8071,892,Under Construction,Apartment,4,2,New,-1.0
Bhugaon, Pune,8300000.0,8034,1033,Under Construction,Apartment,5,3,New,-1.0
Bhugaon, Pune,8900000.0,8309,1071,Under Construction,Apartment,5,3,New,-1.0
Bhugaon, Pune,6700000.0,8758,765,Under Construction,Apartment,4,2,New,-1.0
Bhugaon, Pune,7000000.0,8610,813,Under Construction,Apartment,4,2,New,-1.0
Ambernath West, Mumbai,3700000.0,5763,642,Under Construction,Apartment,4,2,New,0.0
Ambernath West, Mumbai,5100000.0,6028,846,Under Construction,Apartment,5,3,New,0.0
Dahisar, Mumbai,12700000.0,20385,623,Under Construction,Apartment,4,2,New,-4.0
Dahisar, Mumbai,12700000.0,20385,623,Under Construction,Apartment,4,2,New,-4.0
Punawale, Pune,5600000.0,7671,730,Under Construction,Apartment,4,2,New,-3.0
Punawale, Pune,6900000.0,7459,925,Under Construction,Apartment,5,3,New,-3.0
Punawale, Pune,5400000.0,7736,698,Under Construction,Apartment,4,2,New,-3.0
Fursungi, Pune,3015000.0,9108,331,Ready to move,Apartment,3,1,New,5.5
Kalyan East, Mumbai,6090000.0,10591,575,Under Construction,Apartment,4,2,New,-1.0
Kalyan East, Mumbai,4790000.0,10235,468,Under Construction,Apartment,3,1,New,-1.0
Kalyan East, Mumbai,6740000.000000001,10531,640,Under Construction,Apartment,4,2,New,-1.0
Kalyan East, Mumbai,4970000.0,10142,490,Under Construction,Apartment,3,1,New,-1.0
Kalyan East, Mumbai,6990000.000000001,10558,662,Under Construction,Apartment,4,2,New,-1.0
Kalyan East, Mumbai,4730000.0,10327,458,Under Construction,Apartment,3,1,New,-1.0
Kalyan East, Mumbai,4940000.0,10143,487,Under Construction,Apartment,3,1,New,-1.0
Kalyan East, Mumbai,4760000.0,10258,464,Under Construction,Apartment,3,1,New,-1.0
Dombivali, Mumbai,5750000.0,9982,576,Under Construction,Apartment,4,2,New,-3.0
Dombivali, Mumbai,4350000.0,10046,433,Under Construction,Apartment,3,1,New,-3.0
Dombivali, Mumbai,6825000.0,9834,694,Under Construction,Apartment,4,2,New,-3.0
Fursungi, Pune,4255000.0,7584,561,Ready to move,Apartment,4,2,New,5.5
Fursungi, Pune,4004999.9999999995,9143,438,Ready to move,Apartment,4,2,New,5.5
Fursungi, Pune,4255000.0,6885,618,Ready to move,Apartment,4,2,New,5.5
Fursungi, Pune,2873000.0,8450,340,Ready to move,Apartment,3,1,New,5.5
Fursungi, Pune,2920000.0,8390,348,Ready to move,Apartment,3,1,New,5.5
Taloja, Mumbai,4850000.0,11438,424,Under Construction,Apartment,3,1,New,-4.0
Andheri West, Mumbai,33900000.0,32000,1060,Under Construction,Apartment,5,3,New,-1.0
Andheri West, Mumbai,13200000.0,32000,415,Under Construction,Apartment,3,1,New,-1.0
Khopoli, Mumbai,4100000.0,6366,645,Under Construction,Apartment,4,2,New,-4.0
Khopoli, Mumbai,2950000.0,6045,488,Under Construction,Apartment,3,1,New,-4.0
Khopoli, Mumbai,4275000.0,5995,714,Under Construction,Apartment,4,2,New,-4.0
Khopoli, Mumbai,2450000.0,5314,461,Under Construction,Apartment,3,1,New,-4.0
Khopoli, Mumbai,4300000.0,5980,719,Under Construction,Apartment,4,2,New,-4.0
Khopoli, Mumbai,2300000.0,6052,380,Under Construction,Apartment,3,1,New,-4.0
Khopoli, Mumbai,2400000.0,5985,401,Under Construction,Apartment,3,1,New,-4.0
Khopoli, Mumbai,2700000.0,6150,439,Under Construction,Apartment,3,1,New,-4.0
Khopoli, Mumbai,4175000.0,5989,697,Under Construction,Apartment,4,2,New,-4.0
Khopoli, Mumbai,2450000.0,6034,406,Under Construction,Apartment,3,1,New,-4.0
Khopoli, Mumbai,2350000.0,5542,424,Under Construction,Apartment,3,1,New,-4.0
Khopoli, Mumbai,2650000.0,5995,442,Under Construction,Apartment,3,1,New,-4.0
Karjat, Mumbai,3250000.0,4304,755,Under Construction,Apartment,4,2,New,-2.0
Karjat, Mumbai,1775000.0,4329,410,Under Construction,Apartment,3,1,New,-2.0
Karjat, Mumbai,3150000.0,4285,735,Under Construction,Apartment,4,2,New,-2.0
Karjat, Mumbai,3625000.0,4315,840,Under Construction,Apartment,4,2,New,-2.0
Karjat, Mumbai,2125000.0,4619,460,Under Construction,Apartment,3,1,New,-2.0
Karjat, Mumbai,2000000.0,4597,435,Under Construction,Apartment,3,1,New,-2.0
Karjat, Mumbai,2250000.0,4591,490,Under Construction,Apartment,3,1,New,-2.0
Karjat, Mumbai,2450000.0,4622,530,Under Construction,Apartment,3,1,New,-2.0
Karjat, Mumbai,3350000.0,4294,780,Under Construction,Apartment,4,2,New,-2.0
Khopoli, Mumbai,3349000.0,7701,436,Ready to move,Apartment,4,2,New,0.5
Khopoli, Mumbai,3349000.0,7827,428,Ready to move,Apartment,4,2,New,0.5
Khopoli, Mumbai,3349000.0,7845,428,Ready to move,Apartment,4,2,New,0.5
Khopoli, Mumbai,1998999.9999999998,8474,237,Ready to move,Apartment,3,1,New,0.5
Pimple Nilakh, Pune,7398999.999999999,9585,772,Under Construction,Apartment,4,2,New,-1.0
Pimple Nilakh, Pune,7398999.999999999,9585,772,Under Construction,Apartment,4,2,New,-1.0
Pimple Nilakh, Pune,7498999.999999999,9664,776,Under Construction,Apartment,4,2,New,-1.0
Pimple Nilakh, Pune,7598999.999999999,9718,782,Under Construction,Apartment,4,2,New,-1.0
Pimple Nilakh, Pune,7298999.999999999,9530,766,Under Construction,Apartment,4,2,New,-1.0
Taloja, Mumbai,7725000.0,11035,700,Under Construction,Apartment,5,3,New,-4.0
Badlapur East, Mumbai,2952000.0,4016,735,Under Construction,Apartment,3,1,New,0.0
Badlapur East, Mumbai,2654000.0,4051,655,Under Construction,Apartment,3,1,New,0.0
Badlapur East, Mumbai,3886999.9999999995,4007,970,Under Construction,Apartment,4,2,New,0.0
Badlapur East, Mumbai,3478000.0,4044,860,Under Construction,Apartment,4,2,New,0.0
Badlapur East, Mumbai,2803000.0,4033,695,Under Construction,Apartment,3,1,New,0.0
Badlapur East, Mumbai,2989000.0,4012,745,Under Construction,Apartment,3,1,New,0.0
